A,/data1/jiayu_xiao/project/wzh/data/persian_wav/F23A13.wav
W,/data1/jiayu_xiao/project/wzh/data/persian_wav/M35W01.wav
N,/data1/jiayu_xiao/project/wzh/data/persian_wav/F03N04.wav
A,/data1/jiayu_xiao/project/wzh/data/persian_wav/M12A48.wav
A,/data1/jiayu_xiao/project/wzh/data/persian_wav/M26A03.wav
S,/data1/jiayu_xiao/project/wzh/data/persian_wav/M28S14.wav
S,/data1/jiayu_xiao/project/wzh/data/persian_wav/F24S05.wav
N,/data1/jiayu_xiao/project/wzh/data/persian_wav/M25N14.wav
W,/data1/jiayu_xiao/project/wzh/data/persian_wav/M12W07.wav
N,/data1/jiayu_xiao/project/wzh/data/persian_wav/F19N10.wav
N,/data1/jiayu_xiao/project/wzh/data/persian_wav/M03N07.wav
S,/data1/jiayu_xiao/project/wzh/data/persian_wav/M44S05.wav
N,/data1/jiayu_xiao/project/wzh/data/persian_wav/F05N30.wav
A,/data1/jiayu_xiao/project/wzh/data/persian_wav/M43A12.wav
N,/data1/jiayu_xiao/project/wzh/data/persian_wav/M53N19.wav
A,/data1/jiayu_xiao/project/wzh/data/persian_wav/M28A40.wav
A,/data1/jiayu_xiao/project/wzh/data/persian_wav/F07A47.wav
N,/data1/jiayu_xiao/project/wzh/data/persian_wav/F21N11.wav
A,/data1/jiayu_xiao/project/wzh/data/persian_wav/F07A39.wav
N,/data1/jiayu_xiao/project/wzh/data/persian_wav/F02N05.wav
S,/data1/jiayu_xiao/project/wzh/data/persian_wav/F02S10.wav
S,/data1/jiayu_xiao/project/wzh/data/persian_wav/F01S16.wav
A,/data1/jiayu_xiao/project/wzh/data/persian_wav/M47A13.wav
A,/data1/jiayu_xiao/project/wzh/data/persian_wav/M12A30.wav
A,/data1/jiayu_xiao/project/wzh/data/persian_wav/F25A03.wav
A,/data1/jiayu_xiao/project/wzh/data/persian_wav/F12A05.wav
A,/data1/jiayu_xiao/project/wzh/data/persian_wav/F23A16.wav
A,/data1/jiayu_xiao/project/wzh/data/persian_wav/M12A57.wav
A,/data1/jiayu_xiao/project/wzh/data/persian_wav/M28A14.wav
S,/data1/jiayu_xiao/project/wzh/data/persian_wav/F07S19.wav
H,/data1/jiayu_xiao/project/wzh/data/persian_wav/M44H08.wav
N,/data1/jiayu_xiao/project/wzh/data/persian_wav/M51N12.wav
N,/data1/jiayu_xiao/project/wzh/data/persian_wav/M27N40.wav
W,/data1/jiayu_xiao/project/wzh/data/persian_wav/M56W01.wav
A,/data1/jiayu_xiao/project/wzh/data/persian_wav/M09A07.wav
A,/data1/jiayu_xiao/project/wzh/data/persian_wav/M43A04.wav
S,/data1/jiayu_xiao/project/wzh/data/persian_wav/F07S06.wav
N,/data1/jiayu_xiao/project/wzh/data/persian_wav/M20N05.wav
A,/data1/jiayu_xiao/project/wzh/data/persian_wav/M28A13.wav
N,/data1/jiayu_xiao/project/wzh/data/persian_wav/M27N26.wav
A,/data1/jiayu_xiao/project/wzh/data/persian_wav/M12A41.wav
A,/data1/jiayu_xiao/project/wzh/data/persian_wav/M12A29.wav
N,/data1/jiayu_xiao/project/wzh/data/persian_wav/M27N06.wav
A,/data1/jiayu_xiao/project/wzh/data/persian_wav/M12A40.wav
A,/data1/jiayu_xiao/project/wzh/data/persian_wav/M39A01.wav
A,/data1/jiayu_xiao/project/wzh/data/persian_wav/F28A16.wav
W,/data1/jiayu_xiao/project/wzh/data/persian_wav/M23W01.wav
A,/data1/jiayu_xiao/project/wzh/data/persian_wav/M16A23.wav
A,/data1/jiayu_xiao/project/wzh/data/persian_wav/M53A04.wav
H,/data1/jiayu_xiao/project/wzh/data/persian_wav/F24H09.wav
A,/data1/jiayu_xiao/project/wzh/data/persian_wav/M28A03.wav
W,/data1/jiayu_xiao/project/wzh/data/persian_wav/M03W03.wav
A,/data1/jiayu_xiao/project/wzh/data/persian_wav/M03A03.wav
F,/data1/jiayu_xiao/project/wzh/data/persian_wav/M07F04.wav
H,/data1/jiayu_xiao/project/wzh/data/persian_wav/F21H11.wav
N,/data1/jiayu_xiao/project/wzh/data/persian_wav/M04N55.wav
N,/data1/jiayu_xiao/project/wzh/data/persian_wav/M12N15.wav
A,/data1/jiayu_xiao/project/wzh/data/persian_wav/M28A45.wav
S,/data1/jiayu_xiao/project/wzh/data/persian_wav/M53S02.wav
N,/data1/jiayu_xiao/project/wzh/data/persian_wav/M08N07.wav
N,/data1/jiayu_xiao/project/wzh/data/persian_wav/F14N08.wav
A,/data1/jiayu_xiao/project/wzh/data/persian_wav/M46A06.wav
A,/data1/jiayu_xiao/project/wzh/data/persian_wav/M16A21.wav
A,/data1/jiayu_xiao/project/wzh/data/persian_wav/F10A50.wav
S,/data1/jiayu_xiao/project/wzh/data/persian_wav/F09S19.wav
N,/data1/jiayu_xiao/project/wzh/data/persian_wav/M21N11.wav
A,/data1/jiayu_xiao/project/wzh/data/persian_wav/F15A05.wav
W,/data1/jiayu_xiao/project/wzh/data/persian_wav/M25W03.wav
S,/data1/jiayu_xiao/project/wzh/data/persian_wav/F17S02.wav
A,/data1/jiayu_xiao/project/wzh/data/persian_wav/M25A39.wav
N,/data1/jiayu_xiao/project/wzh/data/persian_wav/F20N15.wav
N,/data1/jiayu_xiao/project/wzh/data/persian_wav/M22N14.wav
N,/data1/jiayu_xiao/project/wzh/data/persian_wav/M02N11.wav
S,/data1/jiayu_xiao/project/wzh/data/persian_wav/F21S04.wav
S,/data1/jiayu_xiao/project/wzh/data/persian_wav/M04S03.wav
A,/data1/jiayu_xiao/project/wzh/data/persian_wav/M02A14.wav
N,/data1/jiayu_xiao/project/wzh/data/persian_wav/M04N62.wav
A,/data1/jiayu_xiao/project/wzh/data/persian_wav/M25A62.wav
N,/data1/jiayu_xiao/project/wzh/data/persian_wav/F05N51.wav
F,/data1/jiayu_xiao/project/wzh/data/persian_wav/F03F01.wav
N,/data1/jiayu_xiao/project/wzh/data/persian_wav/M12N58.wav
W,/data1/jiayu_xiao/project/wzh/data/persian_wav/M05W03.wav
A,/data1/jiayu_xiao/project/wzh/data/persian_wav/M28A38.wav
N,/data1/jiayu_xiao/project/wzh/data/persian_wav/M12N29.wav
S,/data1/jiayu_xiao/project/wzh/data/persian_wav/F03S01.wav
S,/data1/jiayu_xiao/project/wzh/data/persian_wav/M28S02.wav
W,/data1/jiayu_xiao/project/wzh/data/persian_wav/M41W06.wav
A,/data1/jiayu_xiao/project/wzh/data/persian_wav/M03A15.wav
A,/data1/jiayu_xiao/project/wzh/data/persian_wav/M43A07.wav
N,/data1/jiayu_xiao/project/wzh/data/persian_wav/M12N11.wav
N,/data1/jiayu_xiao/project/wzh/data/persian_wav/F05N10.wav
A,/data1/jiayu_xiao/project/wzh/data/persian_wav/F12A01.wav
A,/data1/jiayu_xiao/project/wzh/data/persian_wav/F04A07.wav
W,/data1/jiayu_xiao/project/wzh/data/persian_wav/M21W06.wav
N,/data1/jiayu_xiao/project/wzh/data/persian_wav/F20N10.wav
A,/data1/jiayu_xiao/project/wzh/data/persian_wav/F28A27.wav
N,/data1/jiayu_xiao/project/wzh/data/persian_wav/M51N13.wav
A,/data1/jiayu_xiao/project/wzh/data/persian_wav/F24A67.wav
A,/data1/jiayu_xiao/project/wzh/data/persian_wav/M20A03.wav
N,/data1/jiayu_xiao/project/wzh/data/persian_wav/F23N02.wav
N,/data1/jiayu_xiao/project/wzh/data/persian_wav/M12N43.wav
H,/data1/jiayu_xiao/project/wzh/data/persian_wav/F06H04.wav
A,/data1/jiayu_xiao/project/wzh/data/persian_wav/M12A20.wav
S,/data1/jiayu_xiao/project/wzh/data/persian_wav/F30S05.wav
F,/data1/jiayu_xiao/project/wzh/data/persian_wav/F16F01.wav
N,/data1/jiayu_xiao/project/wzh/data/persian_wav/M12N62.wav
A,/data1/jiayu_xiao/project/wzh/data/persian_wav/F10A56.wav
A,/data1/jiayu_xiao/project/wzh/data/persian_wav/M38A02.wav
N,/data1/jiayu_xiao/project/wzh/data/persian_wav/M18N04.wav
H,/data1/jiayu_xiao/project/wzh/data/persian_wav/F23H03.wav
A,/data1/jiayu_xiao/project/wzh/data/persian_wav/M51A01.wav
S,/data1/jiayu_xiao/project/wzh/data/persian_wav/M37S03.wav
W,/data1/jiayu_xiao/project/wzh/data/persian_wav/F24W07.wav
A,/data1/jiayu_xiao/project/wzh/data/persian_wav/F10A01.wav
A,/data1/jiayu_xiao/project/wzh/data/persian_wav/F07A07.wav
S,/data1/jiayu_xiao/project/wzh/data/persian_wav/M32S02.wav
N,/data1/jiayu_xiao/project/wzh/data/persian_wav/F22N01.wav
S,/data1/jiayu_xiao/project/wzh/data/persian_wav/F02S06.wav
N,/data1/jiayu_xiao/project/wzh/data/persian_wav/M27N48.wav
N,/data1/jiayu_xiao/project/wzh/data/persian_wav/M27N01.wav
N,/data1/jiayu_xiao/project/wzh/data/persian_wav/M34N03.wav
N,/data1/jiayu_xiao/project/wzh/data/persian_wav/M26N09.wav
N,/data1/jiayu_xiao/project/wzh/data/persian_wav/M24N01.wav
S,/data1/jiayu_xiao/project/wzh/data/persian_wav/F07S42.wav
F,/data1/jiayu_xiao/project/wzh/data/persian_wav/M10F01.wav
N,/data1/jiayu_xiao/project/wzh/data/persian_wav/M28N01.wav
N,/data1/jiayu_xiao/project/wzh/data/persian_wav/M40N15.wav
W,/data1/jiayu_xiao/project/wzh/data/persian_wav/M47W02.wav
A,/data1/jiayu_xiao/project/wzh/data/persian_wav/M06A01.wav
A,/data1/jiayu_xiao/project/wzh/data/persian_wav/F07A10.wav
N,/data1/jiayu_xiao/project/wzh/data/persian_wav/M38N01.wav
A,/data1/jiayu_xiao/project/wzh/data/persian_wav/M42A05.wav
N,/data1/jiayu_xiao/project/wzh/data/persian_wav/F11N08.wav
N,/data1/jiayu_xiao/project/wzh/data/persian_wav/M40N09.wav
N,/data1/jiayu_xiao/project/wzh/data/persian_wav/M12N45.wav
N,/data1/jiayu_xiao/project/wzh/data/persian_wav/M28N17.wav
A,/data1/jiayu_xiao/project/wzh/data/persian_wav/F10A42.wav
A,/data1/jiayu_xiao/project/wzh/data/persian_wav/F01A14.wav
A,/data1/jiayu_xiao/project/wzh/data/persian_wav/F22A02.wav
N,/data1/jiayu_xiao/project/wzh/data/persian_wav/M04N34.wav
N,/data1/jiayu_xiao/project/wzh/data/persian_wav/M22N01.wav
A,/data1/jiayu_xiao/project/wzh/data/persian_wav/F10A39.wav
S,/data1/jiayu_xiao/project/wzh/data/persian_wav/F01S20.wav
A,/data1/jiayu_xiao/project/wzh/data/persian_wav/M28A25.wav
N,/data1/jiayu_xiao/project/wzh/data/persian_wav/F05N27.wav
A,/data1/jiayu_xiao/project/wzh/data/persian_wav/M34A04.wav
N,/data1/jiayu_xiao/project/wzh/data/persian_wav/M28N04.wav
N,/data1/jiayu_xiao/project/wzh/data/persian_wav/M35N01.wav
S,/data1/jiayu_xiao/project/wzh/data/persian_wav/M05S08.wav
N,/data1/jiayu_xiao/project/wzh/data/persian_wav/F05N54.wav
A,/data1/jiayu_xiao/project/wzh/data/persian_wav/F07A61.wav
W,/data1/jiayu_xiao/project/wzh/data/persian_wav/M44W01.wav
N,/data1/jiayu_xiao/project/wzh/data/persian_wav/M04N64.wav
N,/data1/jiayu_xiao/project/wzh/data/persian_wav/M28N19.wav
W,/data1/jiayu_xiao/project/wzh/data/persian_wav/F01W05.wav
A,/data1/jiayu_xiao/project/wzh/data/persian_wav/M26A22.wav
N,/data1/jiayu_xiao/project/wzh/data/persian_wav/F19N23.wav
H,/data1/jiayu_xiao/project/wzh/data/persian_wav/M39H01.wav
N,/data1/jiayu_xiao/project/wzh/data/persian_wav/F24N11.wav
H,/data1/jiayu_xiao/project/wzh/data/persian_wav/F24H05.wav
A,/data1/jiayu_xiao/project/wzh/data/persian_wav/M50A05.wav
A,/data1/jiayu_xiao/project/wzh/data/persian_wav/F01A15.wav
W,/data1/jiayu_xiao/project/wzh/data/persian_wav/F21W26.wav
A,/data1/jiayu_xiao/project/wzh/data/persian_wav/F03A10.wav
A,/data1/jiayu_xiao/project/wzh/data/persian_wav/M28A44.wav
A,/data1/jiayu_xiao/project/wzh/data/persian_wav/M28A32.wav
N,/data1/jiayu_xiao/project/wzh/data/persian_wav/M31N11.wav
A,/data1/jiayu_xiao/project/wzh/data/persian_wav/M50A09.wav
W,/data1/jiayu_xiao/project/wzh/data/persian_wav/M03W09.wav
N,/data1/jiayu_xiao/project/wzh/data/persian_wav/M17N08.wav
S,/data1/jiayu_xiao/project/wzh/data/persian_wav/F03S14.wav
N,/data1/jiayu_xiao/project/wzh/data/persian_wav/M12N12.wav
N,/data1/jiayu_xiao/project/wzh/data/persian_wav/M48N06.wav
W,/data1/jiayu_xiao/project/wzh/data/persian_wav/F24W20.wav
A,/data1/jiayu_xiao/project/wzh/data/persian_wav/M04A04.wav
H,/data1/jiayu_xiao/project/wzh/data/persian_wav/M25H04.wav
N,/data1/jiayu_xiao/project/wzh/data/persian_wav/M12N51.wav
N,/data1/jiayu_xiao/project/wzh/data/persian_wav/M44N01.wav
S,/data1/jiayu_xiao/project/wzh/data/persian_wav/M28S18.wav
N,/data1/jiayu_xiao/project/wzh/data/persian_wav/F26N04.wav
A,/data1/jiayu_xiao/project/wzh/data/persian_wav/M02A07.wav
N,/data1/jiayu_xiao/project/wzh/data/persian_wav/M48N07.wav
W,/data1/jiayu_xiao/project/wzh/data/persian_wav/F21W15.wav
A,/data1/jiayu_xiao/project/wzh/data/persian_wav/M34A06.wav
A,/data1/jiayu_xiao/project/wzh/data/persian_wav/M53A08.wav
N,/data1/jiayu_xiao/project/wzh/data/persian_wav/F19N30.wav
A,/data1/jiayu_xiao/project/wzh/data/persian_wav/M53A17.wav
N,/data1/jiayu_xiao/project/wzh/data/persian_wav/M56N05.wav
H,/data1/jiayu_xiao/project/wzh/data/persian_wav/M41H02.wav
H,/data1/jiayu_xiao/project/wzh/data/persian_wav/M34H04.wav
N,/data1/jiayu_xiao/project/wzh/data/persian_wav/M27N27.wav
N,/data1/jiayu_xiao/project/wzh/data/persian_wav/F19N19.wav
A,/data1/jiayu_xiao/project/wzh/data/persian_wav/M12A69.wav
N,/data1/jiayu_xiao/project/wzh/data/persian_wav/M21N08.wav
N,/data1/jiayu_xiao/project/wzh/data/persian_wav/M40N27.wav
A,/data1/jiayu_xiao/project/wzh/data/persian_wav/F04A06.wav
A,/data1/jiayu_xiao/project/wzh/data/persian_wav/M24A04.wav
A,/data1/jiayu_xiao/project/wzh/data/persian_wav/M28A43.wav
A,/data1/jiayu_xiao/project/wzh/data/persian_wav/F03A07.wav
N,/data1/jiayu_xiao/project/wzh/data/persian_wav/M27N46.wav
N,/data1/jiayu_xiao/project/wzh/data/persian_wav/M04N54.wav
A,/data1/jiayu_xiao/project/wzh/data/persian_wav/F31A11.wav
A,/data1/jiayu_xiao/project/wzh/data/persian_wav/F24A25.wav
A,/data1/jiayu_xiao/project/wzh/data/persian_wav/F04A10.wav
A,/data1/jiayu_xiao/project/wzh/data/persian_wav/M47A02.wav
S,/data1/jiayu_xiao/project/wzh/data/persian_wav/M29S01.wav
A,/data1/jiayu_xiao/project/wzh/data/persian_wav/M25A09.wav
W,/data1/jiayu_xiao/project/wzh/data/persian_wav/M25W06.wav
A,/data1/jiayu_xiao/project/wzh/data/persian_wav/F13A04.wav
A,/data1/jiayu_xiao/project/wzh/data/persian_wav/F07A36.wav
N,/data1/jiayu_xiao/project/wzh/data/persian_wav/M07N07.wav
A,/data1/jiayu_xiao/project/wzh/data/persian_wav/F04A16.wav
N,/data1/jiayu_xiao/project/wzh/data/persian_wav/F05N25.wav
N,/data1/jiayu_xiao/project/wzh/data/persian_wav/F24N12.wav
A,/data1/jiayu_xiao/project/wzh/data/persian_wav/M10A02.wav
N,/data1/jiayu_xiao/project/wzh/data/persian_wav/F05N12.wav
A,/data1/jiayu_xiao/project/wzh/data/persian_wav/M26A21.wav
A,/data1/jiayu_xiao/project/wzh/data/persian_wav/M19A01.wav
A,/data1/jiayu_xiao/project/wzh/data/persian_wav/F24A30.wav
N,/data1/jiayu_xiao/project/wzh/data/persian_wav/M21N03.wav
N,/data1/jiayu_xiao/project/wzh/data/persian_wav/M44N10.wav
A,/data1/jiayu_xiao/project/wzh/data/persian_wav/M03A48.wav
N,/data1/jiayu_xiao/project/wzh/data/persian_wav/F10N01.wav
N,/data1/jiayu_xiao/project/wzh/data/persian_wav/M40N07.wav
N,/data1/jiayu_xiao/project/wzh/data/persian_wav/F28N03.wav
S,/data1/jiayu_xiao/project/wzh/data/persian_wav/M05S11.wav
N,/data1/jiayu_xiao/project/wzh/data/persian_wav/M12N27.wav
A,/data1/jiayu_xiao/project/wzh/data/persian_wav/M28A31.wav
N,/data1/jiayu_xiao/project/wzh/data/persian_wav/M51N01.wav
H,/data1/jiayu_xiao/project/wzh/data/persian_wav/F07H08.wav
A,/data1/jiayu_xiao/project/wzh/data/persian_wav/F01A06.wav
H,/data1/jiayu_xiao/project/wzh/data/persian_wav/F14H02.wav
H,/data1/jiayu_xiao/project/wzh/data/persian_wav/F21H04.wav
N,/data1/jiayu_xiao/project/wzh/data/persian_wav/M40N48.wav
H,/data1/jiayu_xiao/project/wzh/data/persian_wav/F06H07.wav
N,/data1/jiayu_xiao/project/wzh/data/persian_wav/M04N60.wav
N,/data1/jiayu_xiao/project/wzh/data/persian_wav/M12N81.wav
S,/data1/jiayu_xiao/project/wzh/data/persian_wav/M25S02.wav
N,/data1/jiayu_xiao/project/wzh/data/persian_wav/M29N02.wav
N,/data1/jiayu_xiao/project/wzh/data/persian_wav/F28N04.wav
S,/data1/jiayu_xiao/project/wzh/data/persian_wav/F01S17.wav
A,/data1/jiayu_xiao/project/wzh/data/persian_wav/F10A10.wav
S,/data1/jiayu_xiao/project/wzh/data/persian_wav/M11S01.wav
A,/data1/jiayu_xiao/project/wzh/data/persian_wav/F07A23.wav
A,/data1/jiayu_xiao/project/wzh/data/persian_wav/M13A01.wav
A,/data1/jiayu_xiao/project/wzh/data/persian_wav/M30A04.wav
S,/data1/jiayu_xiao/project/wzh/data/persian_wav/F22S14.wav
A,/data1/jiayu_xiao/project/wzh/data/persian_wav/F01A03.wav
A,/data1/jiayu_xiao/project/wzh/data/persian_wav/M22A03.wav
S,/data1/jiayu_xiao/project/wzh/data/persian_wav/F05S01.wav
N,/data1/jiayu_xiao/project/wzh/data/persian_wav/F24N07.wav
A,/data1/jiayu_xiao/project/wzh/data/persian_wav/M03A47.wav
N,/data1/jiayu_xiao/project/wzh/data/persian_wav/M04N31.wav
W,/data1/jiayu_xiao/project/wzh/data/persian_wav/M27W01.wav
N,/data1/jiayu_xiao/project/wzh/data/persian_wav/F11N02.wav
A,/data1/jiayu_xiao/project/wzh/data/persian_wav/M02A27.wav
A,/data1/jiayu_xiao/project/wzh/data/persian_wav/M21A02.wav
F,/data1/jiayu_xiao/project/wzh/data/persian_wav/M07F01.wav
A,/data1/jiayu_xiao/project/wzh/data/persian_wav/M12A32.wav
N,/data1/jiayu_xiao/project/wzh/data/persian_wav/F11N09.wav
S,/data1/jiayu_xiao/project/wzh/data/persian_wav/M06S03.wav
H,/data1/jiayu_xiao/project/wzh/data/persian_wav/M16H01.wav
A,/data1/jiayu_xiao/project/wzh/data/persian_wav/M04A03.wav
N,/data1/jiayu_xiao/project/wzh/data/persian_wav/M43N03.wav
A,/data1/jiayu_xiao/project/wzh/data/persian_wav/F07A06.wav
H,/data1/jiayu_xiao/project/wzh/data/persian_wav/M07H01.wav
N,/data1/jiayu_xiao/project/wzh/data/persian_wav/F01N10.wav
N,/data1/jiayu_xiao/project/wzh/data/persian_wav/M47N03.wav
A,/data1/jiayu_xiao/project/wzh/data/persian_wav/F22A09.wav
A,/data1/jiayu_xiao/project/wzh/data/persian_wav/F09A12.wav
A,/data1/jiayu_xiao/project/wzh/data/persian_wav/F24A63.wav
A,/data1/jiayu_xiao/project/wzh/data/persian_wav/F21A15.wav
A,/data1/jiayu_xiao/project/wzh/data/persian_wav/F13A16.wav
A,/data1/jiayu_xiao/project/wzh/data/persian_wav/F13A18.wav
N,/data1/jiayu_xiao/project/wzh/data/persian_wav/M02N14.wav
S,/data1/jiayu_xiao/project/wzh/data/persian_wav/F21S34.wav
N,/data1/jiayu_xiao/project/wzh/data/persian_wav/M21N09.wav
A,/data1/jiayu_xiao/project/wzh/data/persian_wav/F31A03.wav
A,/data1/jiayu_xiao/project/wzh/data/persian_wav/M29A10.wav
N,/data1/jiayu_xiao/project/wzh/data/persian_wav/F03N07.wav
A,/data1/jiayu_xiao/project/wzh/data/persian_wav/M12A08.wav
H,/data1/jiayu_xiao/project/wzh/data/persian_wav/F23H05.wav
N,/data1/jiayu_xiao/project/wzh/data/persian_wav/M40N34.wav
A,/data1/jiayu_xiao/project/wzh/data/persian_wav/F13A24.wav
W,/data1/jiayu_xiao/project/wzh/data/persian_wav/M25W09.wav
N,/data1/jiayu_xiao/project/wzh/data/persian_wav/M37N02.wav
A,/data1/jiayu_xiao/project/wzh/data/persian_wav/M47A15.wav
N,/data1/jiayu_xiao/project/wzh/data/persian_wav/M02N02.wav
N,/data1/jiayu_xiao/project/wzh/data/persian_wav/M40N18.wav
A,/data1/jiayu_xiao/project/wzh/data/persian_wav/M29A01.wav
A,/data1/jiayu_xiao/project/wzh/data/persian_wav/M04A10.wav
S,/data1/jiayu_xiao/project/wzh/data/persian_wav/F28S02.wav
A,/data1/jiayu_xiao/project/wzh/data/persian_wav/F13A14.wav
A,/data1/jiayu_xiao/project/wzh/data/persian_wav/F21A49.wav
A,/data1/jiayu_xiao/project/wzh/data/persian_wav/M12A65.wav
S,/data1/jiayu_xiao/project/wzh/data/persian_wav/F21S29.wav
A,/data1/jiayu_xiao/project/wzh/data/persian_wav/M50A07.wav
S,/data1/jiayu_xiao/project/wzh/data/persian_wav/M12S11.wav
A,/data1/jiayu_xiao/project/wzh/data/persian_wav/F07A25.wav
S,/data1/jiayu_xiao/project/wzh/data/persian_wav/F09S16.wav
N,/data1/jiayu_xiao/project/wzh/data/persian_wav/M44N15.wav
N,/data1/jiayu_xiao/project/wzh/data/persian_wav/F05N55.wav
N,/data1/jiayu_xiao/project/wzh/data/persian_wav/F09N02.wav
H,/data1/jiayu_xiao/project/wzh/data/persian_wav/F24H24.wav
W,/data1/jiayu_xiao/project/wzh/data/persian_wav/M15W01.wav
W,/data1/jiayu_xiao/project/wzh/data/persian_wav/M03W08.wav
W,/data1/jiayu_xiao/project/wzh/data/persian_wav/F21W24.wav
A,/data1/jiayu_xiao/project/wzh/data/persian_wav/F10A32.wav
N,/data1/jiayu_xiao/project/wzh/data/persian_wav/F11N06.wav
N,/data1/jiayu_xiao/project/wzh/data/persian_wav/M26N08.wav
A,/data1/jiayu_xiao/project/wzh/data/persian_wav/M47A06.wav
A,/data1/jiayu_xiao/project/wzh/data/persian_wav/F07A63.wav
A,/data1/jiayu_xiao/project/wzh/data/persian_wav/M41A05.wav
W,/data1/jiayu_xiao/project/wzh/data/persian_wav/F24W09.wav
N,/data1/jiayu_xiao/project/wzh/data/persian_wav/M28N09.wav
S,/data1/jiayu_xiao/project/wzh/data/persian_wav/F24S11.wav
A,/data1/jiayu_xiao/project/wzh/data/persian_wav/M26A26.wav
S,/data1/jiayu_xiao/project/wzh/data/persian_wav/F21S01.wav
A,/data1/jiayu_xiao/project/wzh/data/persian_wav/F01A12.wav
S,/data1/jiayu_xiao/project/wzh/data/persian_wav/F30S03.wav
H,/data1/jiayu_xiao/project/wzh/data/persian_wav/F20H01.wav
N,/data1/jiayu_xiao/project/wzh/data/persian_wav/F05N36.wav
N,/data1/jiayu_xiao/project/wzh/data/persian_wav/M40N36.wav
A,/data1/jiayu_xiao/project/wzh/data/persian_wav/M12A39.wav
S,/data1/jiayu_xiao/project/wzh/data/persian_wav/M22S03.wav
S,/data1/jiayu_xiao/project/wzh/data/persian_wav/M03S07.wav
A,/data1/jiayu_xiao/project/wzh/data/persian_wav/M16A11.wav
